"TIMESTAMP","PA_F_kpa","PA_F_pa"
2009-06-17,96.839,96839
2009-06-18,96.642,96642
2009-06-19,96.58,96580
2009-06-20,96.709,96709
2009-06-21,96.714,96714
2009-06-22,96.786,96786
2009-06-23,96.747,96747
2009-06-24,96.181,96181
2009-06-25,95.799,95799
2009-06-26,95.775,95775
2009-06-27,96.098,96098
2009-06-28,96.164,96164
2009-06-29,96.338,96338
2009-06-30,96.558,96558
2009-07-01,96.639,96639
2009-07-02,96.434,96434
2009-07-03,96.241,96241
2009-07-04,96.064,96064
2009-07-05,95.881,95881
2009-07-06,95.862,95862
2009-07-07,95.849,95849
2009-07-08,96.143,96143
2009-07-09,96.343,96343
2009-07-10,96.406,96406
2009-07-11,96.476,96476
2009-07-12,96.201,96201
2009-07-13,96.098,96098
2009-07-14,96.112,96112
2009-07-15,96.626,96626
2009-07-16,96.775,96775
2009-07-17,96.117,96117
2009-07-18,96.334,96334
2009-07-19,96.6,96600
2009-07-20,96.668,96668
2009-07-21,96.304,96304
2009-07-22,95.958,95958
2009-07-23,95.714,95714
2009-07-24,96.414,96414
2009-07-25,97.049,97049
2009-07-26,96.854,96854
2009-07-27,96.276,96276
2009-07-28,96.737,96737
2009-07-29,96.536,96536
2009-07-30,96.799,96799
2009-07-31,96.758,96758
2009-08-01,96.158,96158
2009-08-02,96.062,96062
2009-08-03,96.314,96314
2009-08-04,96.634,96634
2009-08-05,96.591,96591
2009-08-06,96.471,96471
2009-08-07,96.363,96363
2009-08-08,96.439,96439
2009-08-09,96.319,96319
2009-08-10,96.405,96405
2009-08-11,96.747,96747
2009-08-12,96.755,96755
2009-08-13,96.462,96462
2009-08-14,96.438,96438
2009-08-15,96.519,96519
2009-08-16,96.508,96508
2009-08-17,96.435,96435
2009-08-18,96.639,96639
2009-08-19,96.764,96764
2009-08-20,96.729,96729
2009-08-21,96.793,96793
2009-08-22,96.918,96918
2009-08-23,96.579,96579
2009-08-24,95.93,95930
2009-08-25,96.055,96055
2009-08-26,96.362,96362
2009-08-27,96.542,96542
2009-08-28,96.385,96385
2009-08-29,96.748,96748
2009-08-30,96.773,96773
2009-08-31,96.53,96530
2009-09-01,96.294,96294
2009-09-02,96.323,96323
2009-09-03,95.747,95747
2009-09-04,95.885,95885
2009-09-05,96.965,96965
2009-09-06,97.142,97142
2009-09-07,96.95,96950
2009-09-08,96.912,96912
2009-09-09,96.849,96849
2009-09-10,97.083,97083
2009-09-11,97.102,97102
2009-09-12,96.702,96702
2009-09-13,96.46,96460
2009-09-14,96.08,96080
2009-09-15,95.979,95979
2009-09-16,95.667,95667
2009-09-17,96.006,96006
2009-09-18,96.177,96177
2009-09-19,96.263,96263
2009-09-20,96.531,96531
2009-09-21,96.815,96815
2009-09-22,97.121,97121
2009-09-23,97.204,97204
2009-09-24,96.848,96848
2009-09-25,96.842,96842
2009-09-26,96.921,96921
2009-09-27,97.04,97040
2009-09-28,96.995,96995
2009-09-29,96.738,96738
2009-09-30,96.409,96409
2009-10-01,96.194,96194
2009-10-02,96.359,96359
2009-10-03,96.338,96338
2009-10-04,96.283,96283
2009-10-05,96.336,96336
2009-10-06,96.411,96411
2009-10-07,96.342,96342
2009-10-08,96.256,96256
2009-10-09,96.379,96379
2009-10-10,96.259,96259
2009-10-11,96.418,96418
2009-10-12,96.353,96353
2009-10-13,97.118,97118
2009-10-14,97.004,97004
2009-10-15,96.932,96932
2009-10-16,96.92,96920
2009-10-17,96.605,96605
2009-10-18,96.616,96616
2009-10-19,96.289,96289
2009-10-20,95.579,95579
2009-10-21,95.05,95050
2009-10-22,94.955,94955
2009-10-23,95.81,95810
2009-10-24,96.35,96350
2009-10-25,96.377,96377
2009-10-26,96.643,96643
2009-10-27,96.787,96787
2009-10-28,96.677,96677
2009-10-29,96.649,96649
2009-10-30,96.921,96921
2009-10-31,97.032,97032
2009-11-01,96.436,96436
2009-11-02,95.304,95304
2009-11-03,94.847,94847
2009-11-04,94.309,94309
2009-11-05,94.739,94739
2009-11-06,95.411,95411
2009-11-07,94.931,94931
2009-11-08,94.805,94805
2009-11-09,95.259,95259
2009-11-10,95.665,95665
2009-11-11,95.611,95611
2009-11-12,95.808,95808
2009-11-13,96.15,96150
2009-11-14,95.986,95986
2009-11-15,96.211,96211
2009-11-16,95.967,95967
2009-11-17,96.043,96043
2009-11-18,96.861,96861
2009-11-19,97.071,97071
2009-11-20,97.075,97075
2009-11-21,97.154,97154
2009-11-22,96.616,96616
2009-11-23,96.43,96430
2009-11-24,96.576,96576
2009-11-25,96.136,96136
2009-11-26,96.131,96131
2009-11-27,95.841,95841
2009-11-28,95.746,95746
2009-11-29,94.847,94847
2009-11-30,94.475,94475
2009-12-01,95.376,95376
2009-12-02,95.836,95836
2009-12-03,95.453,95453
2009-12-04,95.554,95554
2009-12-05,96.078,96078
2009-12-06,95.953,95953
2009-12-07,95.918,95918
2009-12-08,96.145,96145
2009-12-09,97.016,97016
2009-12-10,97.188,97188
2009-12-11,96.85,96850
2009-12-12,96.38,96380
2009-12-13,96.009,96009
2009-12-14,95.837,95837
2009-12-15,95.585,95585
2009-12-16,95.332,95332
2009-12-17,95.146,95146
2009-12-18,94.842,94842
2009-12-19,94.798,94798
2009-12-20,95.167,95167
2009-12-21,94.674,94674
2009-12-22,93.89,93890
2009-12-23,94.176,94176
2009-12-24,93.873,93873
2009-12-25,94.561,94561
2009-12-26,95.519,95519
2009-12-27,95.495,95495
2009-12-28,95.29,95290
2009-12-29,94.865,94865
2009-12-30,94.445,94445
2009-12-31,94.207,94207
2010-01-01,93.955,93955
2010-01-02,95.945,95945
2010-01-03,96.425,96425
2010-01-04,95.809,95809
2010-01-05,94.958,94958
2010-01-06,94.612,94612
2010-01-07,95.156,95156
2010-01-08,95.053,95053
2010-01-09,94.868,94868
2010-01-10,95.5,95500
2010-01-11,95.933,95933
2010-01-12,95.688,95688
2010-01-13,95.131,95131
2010-01-14,95.13,95130
2010-01-15,96.333,96333
2010-01-16,96.451,96451
2010-01-17,96.413,96413
2010-01-18,97.025,97025
2010-01-19,96.628,96628
2010-01-20,95.991,95991
2010-01-21,96.488,96488
2010-01-22,96.716,96716
2010-01-23,96.659,96659
2010-01-24,96.663,96663
2010-01-25,96.892,96892
2010-01-26,97.223,97223
2010-01-27,96.984,96984
2010-01-28,95.676,95676
2010-01-29,94.219,94219
2010-01-30,94.019,94019
2010-01-31,95.105,95105
2010-02-01,95.853,95853
2010-02-02,96.31,96310
2010-02-03,95.976,95976
2010-02-04,95.958,95958
2010-02-05,95.484,95484
2010-02-06,95.69,95690
2010-02-07,96.087,96087
2010-02-08,95.242,95242
2010-02-09,94.654,94654
2010-02-10,94.883,94883
2010-02-11,94.779,94779
2010-02-12,95.415,95415
2010-02-13,95.678,95678
2010-02-14,95.586,95586
2010-02-15,95.222,95222
2010-02-16,94.734,94734
2010-02-17,94.082,94082
2010-02-18,94.482,94482
2010-02-19,94.163,94163
2010-02-20,94.684,94684
2010-02-21,94.815,94815
2010-02-22,94.325,94325
2010-02-23,94.451,94451
2010-02-24,94.904,94904
2010-02-25,94.812,94812
2010-02-26,94.652,94652
2010-02-27,95.198,95198
2010-02-28,94.329,94329
2010-03-01,95.644,95644
2010-03-02,96.456,96456
2010-03-03,96.046,96046
2010-03-04,95.592,95592
2010-03-05,96.648,96648
2010-03-06,96.333,96333
2010-03-07,96.435,96435
2010-03-08,96.197,96197
2010-03-09,95.837,95837
2010-03-10,95.682,95682
2010-03-11,95.752,95752
2010-03-12,96.235,96235
2010-03-13,96.859,96859
2010-03-14,97.032,97032
2010-03-15,97.032,97032
2010-03-16,97.115,97115
2010-03-17,97.275,97275
2010-03-18,97.036,97036
2010-03-19,96.776,96776
2010-03-20,96.351,96351
2010-03-21,96.399,96399
2010-03-22,96.671,96671
2010-03-23,96.483,96483
2010-03-24,95.941,95941
2010-03-25,95.57,95570
2010-03-26,95.614,95614
2010-03-27,95.703,95703
2010-03-28,96.092,96092
2010-03-29,95.501,95501
2010-03-30,94.608,94608
2010-03-31,95.23,95230
2010-04-01,95.893,95893
2010-04-02,96.121,96121
2010-04-03,95.79,95790
2010-04-04,96.062,96062
2010-04-05,97.128,97128
2010-04-06,96.838,96838
2010-04-07,96.414,96414
2010-04-08,96.805,96805
2010-04-09,97.246,97246
2010-04-10,97.069,97069
2010-04-11,96.284,96284
2010-04-12,95.857,95857
2010-04-13,95.805,95805
2010-04-14,95.905,95905
2010-04-15,95.982,95982
2010-04-16,96.251,96251
2010-04-17,96.291,96291
2010-04-18,95.925,95925
2010-04-19,96.046,96046
2010-04-20,96.239,96239
2010-04-21,96.19,96190
2010-04-22,95.91,95910
2010-04-23,95.741,95741
2010-04-24,96.268,96268
2010-04-25,96.747,96747
2010-04-26,97.02,97020
2010-04-27,97.06,97060
2010-04-28,96.985,96985
2010-04-29,96.363,96363
2010-04-30,96.042,96042
2010-05-01,95.871,95871
2010-05-02,95.707,95707
2010-05-03,95.695,95695
2010-05-04,95.635,95635
2010-05-05,95.191,95191
2010-05-06,94.921,94921
2010-05-07,95.297,95297
2010-05-08,95.48,95480
2010-05-09,95.507,95507
2010-05-10,95.244,95244
2010-05-11,95.135,95135
2010-05-12,95.352,95352
2010-05-13,95.543,95543
2010-05-14,95.537,95537
2010-05-15,95.575,95575
2010-05-16,96.29,96290
2010-05-17,96.838,96838
2010-05-18,97.1,97100
2010-05-19,97.085,97085
2010-05-20,97.28,97280
2010-05-21,97.219,97219
2010-05-22,96.899,96899
2010-05-23,96.625,96625
2010-05-24,96.287,96287
2010-05-25,95.947,95947
2010-05-26,95.666,95666
2010-05-27,95.739,95739
2010-05-28,96.094,96094
2010-05-29,96.414,96414
2010-05-30,96.035,96035
2010-05-31,96.144,96144
2010-06-01,96.238,96238
2010-06-02,96.176,96176
2010-06-03,96.315,96315
2010-06-04,96.474,96474
2010-06-05,96.572,96572
2010-06-06,96.202,96202
2010-06-07,96.13,96130
2010-06-08,95.652,95652
2010-06-09,95.346,95346
2010-06-10,95.215,95215
2010-06-11,95.699,95699
2010-06-12,95.958,95958
2010-06-13,96.021,96021
2010-06-14,95.996,95996
2010-06-15,96.082,96082
2010-06-16,95.883,95883
2010-06-17,95.98,95980
2010-06-18,95.975,95975
2010-06-19,95.509,95509
2010-06-20,95.732,95732
2010-06-21,96.364,96364
2010-06-22,96.708,96708
2010-06-23,96.662,96662
2010-06-24,96.485,96485
2010-06-25,96.278,96278
2010-06-26,96.202,96202
2010-06-27,96.412,96412
2010-06-28,96.526,96526
2010-06-29,96.553,96553
2010-06-30,96.628,96628
2010-07-01,96.437,96437
2010-07-02,96.373,96373
2010-07-03,96.505,96505
2010-07-04,96.74,96740
2010-07-05,96.703,96703
2010-07-06,96.864,96864
2010-07-07,96.843,96843
2010-07-08,96.742,96742
2010-07-09,96.712,96712
2010-07-10,96.664,96664
2010-07-11,96.566,96566
2010-07-12,96.29,96290
2010-07-13,96.099,96099
2010-07-14,95.799,95799
2010-07-15,96.287,96287
2010-07-16,96.367,96367
2010-07-17,96.743,96743
2010-07-18,97.137,97137
2010-07-19,96.74,96740
2010-07-20,96.179,96179
2010-07-21,95.855,95855
2010-07-22,96.163,96163
2010-07-23,96.495,96495
2010-07-24,96.795,96795
2010-07-25,96.476,96476
2010-07-26,96.193,96193
2010-07-27,96.447,96447
2010-07-28,96.531,96531
2010-07-29,96.038,96038
2010-07-30,96.25,96250
2010-07-31,96.399,96399
2010-08-01,96.318,96318
2010-08-02,96.298,96298
2010-08-03,96.307,96307
2010-08-04,95.969,95969
2010-08-05,95.718,95718
2010-08-06,96.361,96361
2010-08-07,96.577,96577
2010-08-08,96.499,96499
2010-08-09,96.408,96408
2010-08-10,96.326,96326
2010-08-11,96.274,96274
2010-08-12,96.151,96151
2010-08-13,96.288,96288
2010-08-14,96.079,96079
2010-08-15,95.966,95966
2010-08-16,96.155,96155
2010-08-17,96.27,96270
2010-08-18,95.973,95973
2010-08-19,96.372,96372
2010-08-20,96.757,96757
2010-08-21,97.09,97090
2010-08-22,96.6,96600
2010-08-23,95.847,95847
2010-08-24,95.969,95969
2010-08-25,96.493,96493
2010-08-26,96.143,96143
2010-08-27,95.748,95748
2010-08-28,96.334,96334
2010-08-29,96.458,96458
2010-08-30,96.312,96312
2010-08-31,96.691,96691
2010-09-01,96.421,96421
2010-09-02,96.305,96305
2010-09-03,96.394,96394
2010-09-04,96.429,96429
2010-09-05,96.43,96430
2010-09-06,96.058,96058
2010-09-07,95.356,95356
2010-09-08,95.325,95325
2010-09-09,96.289,96289
2010-09-10,96.877,96877
2010-09-11,96.667,96667
2010-09-12,96.562,96562
2010-09-13,97.165,97165
2010-09-14,97.12,97120
2010-09-15,96.372,96372
2010-09-16,96.047,96047
2010-09-17,96.094,96094
2010-09-18,96.271,96271
2010-09-19,96.425,96425
2010-09-20,96.459,96459
2010-09-21,96.59,96590
2010-09-22,96.669,96669
2010-09-23,96.213,96213
2010-09-24,95.318,95318
2010-09-25,95.225,95225
2010-09-26,95.618,95618
2010-09-27,95.831,95831
2010-09-28,96.284,96284
2010-09-29,96.476,96476
2010-09-30,96.289,96289
2010-10-01,96.122,96122
2010-10-02,96.121,96121
2010-10-03,95.702,95702
2010-10-04,95.018,95018
2010-10-05,95.603,95603
2010-10-06,96.028,96028
2010-10-07,96.482,96482
2010-10-08,96.456,96456
2010-10-09,96.223,96223
2010-10-10,95.535,95535
2010-10-11,95.437,95437
2010-10-12,95.81,95810
2010-10-13,95.76,95760
2010-10-14,95.929,95929
2010-10-15,95.875,95875
2010-10-16,95.64,95640
2010-10-17,95.935,95935
2010-10-18,96.405,96405
2010-10-19,95.996,95996
2010-10-20,95.904,95904
2010-10-21,96.935,96935
2010-10-22,96.717,96717
2010-10-23,96.041,96041
2010-10-24,95.761,95761
2010-10-25,96.195,96195
2010-10-26,97.069,97069
2010-10-27,97.091,97091
2010-10-28,96.878,96878
2010-10-29,96.096,96096
2010-10-30,95.341,95341
2010-10-31,94.761,94761
2010-11-01,95.32,95320
2010-11-02,96.228,96228
2010-11-03,96.688,96688
2010-11-04,97.384,97384
2010-11-05,97.388,97388
2010-11-06,96.518,96518
2010-11-07,94.969,94969
2010-11-08,93.472,93472
2010-11-09,92.754,92754
2010-11-10,93.867,93867
2010-11-11,95.59,95590
2010-11-12,95.3,95300
2010-11-13,95.412,95412
2010-11-14,95.15,95150
2010-11-15,95.648,95648
2010-11-16,96.183,96183
2010-11-17,95.538,95538
2010-11-18,95.524,95524
2010-11-19,96.114,96114
2010-11-20,95.849,95849
2010-11-21,94.996,94996
2010-11-22,94.644,94644
2010-11-23,95.081,95081
2010-11-24,95.444,95444
2010-11-25,94.992,94992
2010-11-26,94.944,94944
2010-11-27,94.902,94902
2010-11-28,94.69,94690
2010-11-29,94.989,94989
2010-11-30,95.135,95135
2010-12-01,94.275,94275
2010-12-02,95.058,95058
2010-12-03,95.339,95339
2010-12-04,96.272,96272
2010-12-05,95.612,95612
2010-12-06,94.446,94446
2010-12-07,94.646,94646
2010-12-08,94.888,94888
2010-12-09,96.657,96657
2010-12-10,97.523,97523
2010-12-11,97.02,97020
2010-12-12,96.172,96172
2010-12-13,96.314,96314
2010-12-14,96.609,96609
2010-12-15,96.938,96938
2010-12-16,95.925,95925
2010-12-17,94.134,94134
2010-12-18,94.569,94569
2010-12-19,94.508,94508
2010-12-20,94.914,94914
2010-12-21,95.068,95068
2010-12-22,94.696,94696
2010-12-23,94.242,94242
2010-12-24,94.465,94465
2010-12-25,95.792,95792
2010-12-26,96.846,96846
2010-12-27,96.737,96737
2010-12-28,96.502,96502
2010-12-29,96.583,96583
2010-12-30,96.641,96641
2010-12-31,96.729,96729
2011-01-01,96.537,96537
2011-01-02,96.47,96470
2011-01-03,96.626,96626
2011-01-04,96.236,96236
2011-01-05,95.812,95812
2011-01-06,95.34,95340
2011-01-07,95.728,95728
2011-01-08,95.867,95867
2011-01-09,95.927,95927
2011-01-10,96.397,96397
2011-01-11,95.832,95832
2011-01-12,96.585,96585
2011-01-13,96.617,96617
2011-01-14,96.6,96600
2011-01-15,97.114,97114
2011-01-16,97.229,97229
2011-01-17,97.159,97159
2011-01-18,97.118,97118
2011-01-19,97.158,97158
2011-01-20,96.923,96923
2011-01-21,97.095,97095
2011-01-22,96.967,96967
2011-01-23,96.787,96787
2011-01-24,96.785,96785
2011-01-25,96.249,96249
2011-01-26,95.451,95451
2011-01-27,95.602,95602
2011-01-28,95.869,95869
2011-01-29,95.886,95886
2011-01-30,95.854,95854
2011-01-31,96.421,96421
2011-02-01,96.913,96913
2011-02-02,97.335,97335
2011-02-03,97.404,97404
2011-02-04,97.534,97534
2011-02-05,97.594,97594
2011-02-06,97.482,97482
2011-02-07,97.001,97001
2011-02-08,96.791,96791
2011-02-09,96.701,96701
2011-02-10,96.716,96716
2011-02-11,96.388,96388
2011-02-12,96.183,96183
2011-02-13,95.737,95737
2011-02-14,95.302,95302
2011-02-15,94.788,94788
2011-02-16,94.452,94452
2011-02-17,94.569,94569
2011-02-18,95.595,95595
2011-02-19,95.893,95893
2011-02-20,95.705,95705
2011-02-21,95.802,95802
2011-02-22,95.749,95749
2011-02-23,96.669,96669
2011-02-24,96.941,96941
2011-02-25,97.159,97159
2011-02-26,96.41,96410
2011-02-27,96.007,96007
2011-02-28,96.38,96380
2011-03-01,96.751,96751
2011-03-02,96.522,96522
2011-03-03,96.708,96708
2011-03-04,96.972,96972
2011-03-05,96.679,96679
2011-03-06,96.679,96679
2011-03-07,97.017,97017
2011-03-08,97.11,97110
2011-03-09,96.708,96708
2011-03-10,96.56,96560
2011-03-11,96.479,96479
2011-03-12,95.626,95626
2011-03-13,95.147,95147
2011-03-14,95.906,95906
2011-03-15,95.691,95691
2011-03-16,94.912,94912
2011-03-17,95.219,95219
2011-03-18,96.663,96663
2011-03-19,96.991,96991
2011-03-20,97.383,97383
2011-03-21,97.479,97479
2011-03-22,97.732,97732
2011-03-23,97.894,97894
2011-03-24,97.681,97681
2011-03-25,96.758,96758
2011-03-26,96.115,96115
2011-03-27,95.812,95812
2011-03-28,95.847,95847
2011-03-29,96.066,96066
2011-03-30,96.302,96302
2011-03-31,96.752,96752
2011-04-01,97.058,97058
2011-04-02,96.453,96453
2011-04-03,96.03,96030
2011-04-04,96.71,96710
2011-04-05,97.26,97260
2011-04-06,97.426,97426
2011-04-07,97.213,97213
2011-04-08,96.897,96897
2011-04-09,96.701,96701
2011-04-10,96.677,96677
2011-04-11,96.735,96735
2011-04-12,96.814,96814
2011-04-13,96.828,96828
2011-04-14,96.171,96171
2011-04-15,96.154,96154
2011-04-16,96.458,96458
2011-04-17,96.637,96637
2011-04-18,96.5,96500
2011-04-19,96.126,96126
2011-04-20,96.137,96137
2011-04-21,96.136,96136
2011-04-22,95.669,95669
2011-04-23,95.716,95716
2011-04-24,96.187,96187
2011-04-25,96.162,96162
2011-04-26,96.153,96153
2011-04-27,96.032,96032
2011-04-28,95.738,95738
2011-04-29,95.403,95403
2011-04-30,95.155,95155
2011-05-01,95.245,95245
2011-05-02,95.149,95149
2011-05-03,95.47,95470
2011-05-04,96.287,96287
2011-05-05,96.661,96661
2011-05-06,96.693,96693
2011-05-07,96.561,96561
2011-05-08,96.533,96533
2011-05-09,96.762,96762
2011-05-10,97.081,97081
2011-05-11,96.859,96859
2011-05-12,96.513,96513
2011-05-13,96.581,96581
2011-05-14,96.272,96272
2011-05-15,96.783,96783
2011-05-16,97.171,97171
2011-05-17,96.902,96902
2011-05-18,96.448,96448
2011-05-19,96.369,96369
2011-05-20,96.578,96578
2011-05-21,96.646,96646
2011-05-22,96.604,96604
2011-05-23,97.05,97050
2011-05-24,96.976,96976
2011-05-25,96.963,96963
2011-05-26,96.251,96251
2011-05-27,96.332,96332
2011-05-28,96.43,96430
2011-05-29,96.437,96437
2011-05-30,96.183,96183
2011-05-31,96.238,96238
2011-06-01,96.81,96810
2011-06-02,96.98,96980
2011-06-03,96.809,96809
2011-06-04,96.203,96203
2011-06-05,95.708,95708
2011-06-06,95.443,95443
2011-06-07,95.278,95278
2011-06-08,95.543,95543
2011-06-09,96.22,96220
2011-06-10,96.229,96229
2011-06-11,96.399,96399
2011-06-12,96.455,96455
2011-06-13,96.453,96453
2011-06-14,96.551,96551
2011-06-15,96.522,96522
2011-06-16,96.315,96315
2011-06-17,96.103,96103
2011-06-18,95.834,95834
2011-06-19,96.317,96317
2011-06-20,96.463,96463
2011-06-21,96.431,96431
2011-06-22,96.366,96366
2011-06-23,96.582,96582
2011-06-24,96.923,96923
2011-06-25,97.231,97231
2011-06-26,97.02,97020
2011-06-27,96.632,96632
2011-06-28,96.326,96326
2011-06-29,96.376,96376
2011-06-30,96.756,96756
2011-07-01,96.716,96716
2011-07-02,96.288,96288
2011-07-03,96.083,96083
2011-07-04,96.056,96056
2011-07-05,96.073,96073
2011-07-06,95.888,95888
2011-07-07,95.814,95814
2011-07-08,96.085,96085
2011-07-09,96.393,96393
2011-07-10,96.511,96511
2011-07-11,96.486,96486
2011-07-12,95.982,95982
2011-07-13,95.771,95771
2011-07-14,96.473,96473
2011-07-15,96.681,96681
2011-07-16,96.007,96007
2011-07-17,95.342,95342
2011-07-18,95.503,95503
2011-07-19,95.265,95265
2011-07-20,95.741,95741
2011-07-21,95.739,95739
2011-07-22,95.813,95813
2011-07-23,95.833,95833
2011-07-24,95.984,95984
2011-07-25,95.786,95786
2011-07-26,95.899,95899
2011-07-27,96.293,96293
2011-07-28,96.477,96477
2011-07-29,96.475,96475
2011-07-30,96.319,96319
2011-07-31,96.209,96209
2011-08-01,96.165,96165
2011-08-02,96.269,96269
2011-08-03,96.426,96426
2011-08-04,96.428,96428
2011-08-05,96.208,96208
2011-08-06,95.677,95677
2011-08-07,95.623,95623
2011-08-08,95.958,95958
2011-08-09,96.783,96783
2011-08-10,97.118,97118
2011-08-11,96.57,96570
2011-08-12,96.188,96188
2011-08-13,95.987,95987
2011-08-14,95.793,95793
2011-08-15,96.229,96229
2011-08-16,96.529,96529
2011-08-17,96.329,96329
2011-08-18,96.24,96240
2011-08-19,96.555,96555
2011-08-20,96.75,96750
2011-08-21,96.619,96619
2011-08-22,96.43,96430
2011-08-23,96.296,96296
2011-08-24,96.311,96311
2011-08-25,96.158,96158
2011-08-26,95.626,95626
2011-08-27,96.4,96400
2011-08-28,96.655,96655
2011-08-29,96.392,96392
2011-08-30,96.184,96184
2011-08-31,95.971,95971
2011-09-01,96.094,96094
2011-09-02,96.142,96142
2011-09-03,96.028,96028
2011-09-04,96.004,96004
2011-09-05,96.518,96518
2011-09-06,96.944,96944
2011-09-07,96.454,96454
2011-09-08,96.272,96272
2011-09-09,96.213,96213
2011-09-10,96.076,96076
2011-09-11,96.111,96111
2011-09-12,96.463,96463
2011-09-13,96.429,96429
2011-09-14,96.528,96528
2011-09-15,96.588,96588
2011-09-16,96.405,96405
2011-09-17,96.152,96152
2011-09-18,95.619,95619
2011-09-19,96.03,96030
2011-09-20,96.944,96944
2011-09-21,96.744,96744
2011-09-22,96.669,96669
2011-09-23,96.449,96449
2011-09-24,96.279,96279
2011-09-25,96.618,96618
2011-09-26,97.062,97062
2011-09-27,97.375,97375
2011-09-28,97.315,97315
2011-09-29,97.259,97259
2011-09-30,97.224,97224
2011-10-01,97.225,97225
2011-10-02,97.167,97167
2011-10-03,97.049,97049
2011-10-04,97.072,97072
2011-10-05,97.017,97017
2011-10-06,96.406,96406
2011-10-07,96.259,96259
2011-10-08,96.434,96434
2011-10-09,96.757,96757
2011-10-10,96.971,96971
2011-10-11,97.032,97032
2011-10-12,96.923,96923
2011-10-13,97.067,97067
2011-10-14,97.2,97200
2011-10-15,97.14,97140
2011-10-16,97.074,97074
2011-10-17,96.95,96950
2011-10-18,96.427,96427
2011-10-19,96.278,96278
2011-10-20,96.984,96984
2011-10-21,97.036,97036
2011-10-22,96.734,96734
2011-10-23,96.322,96322
2011-10-24,95.474,95474
2011-10-25,95.041,95041
2011-10-26,95.975,95975
2011-10-27,96.124,96124
2011-10-28,96.898,96898
2011-10-29,97.07,97070
2011-10-30,96.888,96888
2011-10-31,96.539,96539
2011-11-01,96.362,96362
2011-11-02,96.137,96137
2011-11-03,95.421,95421
2011-11-04,95.101,95101
2011-11-05,95.149,95149
2011-11-06,95.477,95477
2011-11-07,95.988,95988
2011-11-08,96.201,96201
2011-11-09,96.568,96568
2011-11-10,96.62,96620
2011-11-11,96.689,96689
2011-11-12,97.428,97428
2011-11-13,97.532,97532
2011-11-14,97.061,97061
2011-11-15,96.485,96485
2011-11-16,96.521,96521
2011-11-17,96.925,96925
2011-11-18,96.893,96893
2011-11-19,96.659,96659
2011-11-20,96.642,96642
2011-11-21,96.378,96378
2011-11-22,96.371,96371
2011-11-23,96.961,96961
2011-11-24,97.553,97553
2011-11-25,97.454,97454
2011-11-26,97.653,97653
2011-11-27,97.269,97269
2011-11-28,97.106,97106
2011-11-29,96.773,96773
2011-11-30,97.16,97160
2011-12-01,96.758,96758
2011-12-02,96.102,96102
2011-12-03,96.228,96228
2011-12-04,95.612,95612
2011-12-05,95.444,95444
2011-12-06,95.857,95857
2011-12-07,95.98,95980
2011-12-08,96.899,96899
2011-12-09,96.226,96226
2011-12-10,96.08,96080
2011-12-11,96.158,96158
2011-12-12,95.889,95889
2011-12-13,95.781,95781
2011-12-14,95.538,95538
2011-12-15,95.772,95772
2011-12-16,94.155,94155
2011-12-17,95.064,95064
2011-12-18,95.732,95732
2011-12-19,96.338,96338
2011-12-20,95.943,95943
2011-12-21,96.47,96470
2011-12-22,96.951,96951
2011-12-23,96.962,96962
2011-12-24,97.126,97126
2011-12-25,97.989,97989
2011-12-26,98.185,98185
2011-12-27,97.992,97992
2011-12-28,97.441,97441
2011-12-29,97.121,97121
2011-12-30,96.32,96320
2011-12-31,96.237,96237
2012-01-01,96.475,96475
2012-01-02,96.101,96101
2012-01-03,96.86,96860
2012-01-04,96.659,96659
2012-01-05,95.472,95472
2012-01-06,96.305,96305
2012-01-07,96.914,96914
2012-01-08,96.866,96866
2012-01-09,97.453,97453
2012-01-10,97.79,97790
2012-01-11,97.846,97846
2012-01-12,97.448,97448
2012-01-13,97.216,97216
2012-01-14,96.948,96948
2012-01-15,96.555,96555
2012-01-16,96.628,96628
2012-01-17,97.254,97254
2012-01-18,97.536,97536
2012-01-19,97.219,97219
2012-01-20,96.513,96513
2012-01-21,96.319,96319
2012-01-22,96.163,96163
2012-01-23,96.351,96351
2012-01-24,96.538,96538
2012-01-25,96.507,96507
2012-01-26,96.279,96279
2012-01-27,96.63,96630
2012-01-28,96.844,96844
2012-01-29,96.526,96526
2012-01-30,96.616,96616
2012-01-31,96.116,96116
2012-02-01,96.159,96159
2012-02-02,96.221,96221
2012-02-03,96.882,96882
2012-02-04,97.276,97276
2012-02-05,97.063,97063
2012-02-06,97.1,97100
2012-02-07,96.96,96960
2012-02-08,97.114,97114
2012-02-09,97.316,97316
2012-02-10,97.193,97193
2012-02-11,96.777,96777
2012-02-12,96.909,96909
2012-02-13,96.742,96742
2012-02-14,96.166,96166
2012-02-15,96.151,96151
2012-02-16,96.751,96751
2012-02-17,97.025,97025
2012-02-18,96.553,96553
2012-02-19,96.387,96387
2012-02-20,97.374,97374
2012-02-21,97.483,97483
2012-02-22,97.38,97380
2012-02-23,97.243,97243
2012-02-24,97.353,97353
2012-02-25,96.983,96983
2012-02-26,96.825,96825
2012-02-27,97.054,97054
2012-02-28,97.021,97021
2012-02-29,96.889,96889
2012-03-01,96.855,96855
2012-03-02,96.981,96981
2012-03-03,96.81,96810
2012-03-04,96.536,96536
2012-03-05,96.638,96638
2012-03-06,96.712,96712
2012-03-07,96.819,96819
2012-03-08,97.033,97033
2012-03-09,97.883,97883
2012-03-10,97.865,97865
